LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
15058083,2015-10-18,18:02:33.24,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E11,"getResources() for application_<*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
4156263,2015-10-18,18:08:26.98,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
1265628,2015-10-18,18:02:45.01,INFO,AsyncDispatcher event handler,org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E22,Connecting to ResourceManager at <*>/<*>:<*>
3185435,2015-10-18,18:01:59.32,FATAL,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E45,IPC Server listener on <*>: starting
16381670,2015-10-18,18:06:57.60,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
11968567,2015-10-18,18:01:54.32,INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
6743998,2015-10-18,18:06:29.54,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E57,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
10102284,2015-10-18,18:04:14.37,WARN,IPC Server handler 16 on 62270,org.mortbay.log,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E22,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
3833282,2015-10-18,18:04:30.96,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E45,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>
3844031,2015-10-18,18:02:03.22,INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>
14008891,2015-10-18,18:04:37.24,INFO,ContainerLauncher #8,org.mortbay.log,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E31,Extract jar:file:<*> to <*>
12851745,2015-10-18,18:09:57.54,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
15657895,2015-10-18,18:05:54.35,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E62,Received completed container container_<*>
2092084,2015-10-18,18:02:24.46,INFO,main,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E76,job_<*>Job Transitioned from INITED to SETUP
14658997,2015-10-18,18:02:26.65,INFO,Thread-50,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E61,Starting Socket Reader #<*> for port <*>
3520422,2015-10-18,18:06:50.01,FATAL,main,org.apache.hadoop.hdfs.LeaseRenewer,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E83,IPC Server listener on <*>: starting
3075350,2015-10-18,18:01:54.32,INFO,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E108,Got allocated containers <*>
15903339,2015-10-18,18:02:24.30,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E37,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce
7693141,2015-10-18,18:03:54.44,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Created MRAppMaster for application appattempt_<*>
12333891,2015-10-18,18:01:47.00,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E23,Instantiated MRClientService at MININT-<*>/<*>:<*>
2862418,2015-10-18,18:04:41.99,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
9288175,2015-10-18,18:02:29.53,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E50,Diagnostics report from attempt_<*>: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
962652,2015-10-18,18:06:02.08,WARN,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E74,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
9487421,2015-10-18,18:05:04.73,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
2601068,2015-10-18,18:04:32.04,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4917943,2015-10-18,18:02:57.45,INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E32,Default file system [hdfs://<*>:<*>]
16272852,2015-10-18,18:07:52.76,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
14834657,2015-10-18,18:01:55.97,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E17,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
1963310,2015-10-18,18:02:01.78,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E87,Launching attempt_<*>
6209947,2015-10-18,18:02:56.12,INFO,main,org.apache.hadoop.http.HttpServer2,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E28,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>
11971070,2015-10-18,18:09:05.51,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
14909276,2015-10-18,18:02:17.87,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E54,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
13467389,2015-10-18,18:10:03.43,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
7900110,2015-10-18,18:06:34.57,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
14567700,2015-10-18,18:02:43.26,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E87,MRAppMaster metrics system started
4059005,2015-10-18,18:07:54.16,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
3405774,2015-10-18,18:06:19.09,FATAL,Socket Reader #1 for port 62270,org.apache.hadoop.metrics2.impl.MetricsConfig,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E62,attempt_<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
7589746,2015-10-18,18:07:42.01,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
9961616,2015-10-18,18:07:45.98,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E70,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
15903073,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E101,"maxContainerCapability: <memory:<*>, vCores:<*>>"
2311730,2015-10-18,18:08:08.52,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
6535698,2015-10-18,18:02:03.60,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E79,Opening proxy : <*>:<*>
14255193,2015-10-18,18:02:15.97,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E24,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>
4896344,2015-10-18,18:02:09.28,INFO,IPC Server handler 19 on 62270,org.apache.hadoop.hdfs.LeaseRenewer,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
3033230,2015-10-18,18:08:24.19,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E9,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
2032681,2015-10-18,18:01:47.00,INFO,IPC Server handler 19 on 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E46,maxTaskFailuresPerNode is <*>
1216661,2015-10-18,18:10:50.98,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
10003243,2015-10-18,18:05:06.19,INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
8208157,2015-10-18,18:04:35.37,INFO,IPC Server handler 17 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4780232,2015-10-18,18:08:09.26,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
5772983,2015-10-18,18:06:37.27,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
11391026,2015-10-18,18:02:06.51,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E111,Shuffle port returned by ContainerManager for attempt_<*> : <*>
16051301,2015-10-18,18:05:57.58,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
13375446,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E16,Auth successful for job_<*> (auth:SIMPLE)
15498634,2015-10-18,18:06:51.12,INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
11236839,2015-10-18,18:02:28.60,INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.webapp.WebApps,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E108,blacklistDisablePercent is <*>
6251215,2015-10-18,18:02:10.67,INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
5157035,2015-10-18,18:05:51.03,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,"mapResourceRequest:<memory:<*>, vCores:<*>>"
10591131,2015-10-18,18:08:57.95,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
10398294,2015-10-18,18:07:03.26,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
9152251,2015-10-18,18:07:48.15,WARN,RMCommunicator Allocator,org.apache.hadoop.hdfs.DFSClient,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E78,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
15500071,2015-10-18,18:01:47.00,INFO,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,attempt_<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
11472393,2015-10-18,18:03:54.82,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E104,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>
869610,2015-10-18,18:02:27.34,INFO,main,org.apache.hadoop.http.HttpServer2,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E23,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
14134502,2015-10-18,18:02:33.75,INFO,ContainerLauncher #7,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E68,Size of containertokens_dob is <*>
7474915,2015-10-18,18:03:26.93,INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E105,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
3919270,2015-10-18,18:08:03.48,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E49,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:0 ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
860244,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E105,Extract jar:file:<*> to <*>
13078253,2015-10-18,18:06:15.79,INFO,ContainerLauncher #6,org.apache.hadoop.hdfs.DFSClient,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E23,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
7171690,2015-10-18,18:04:06.67,INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E45,attempt_<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
16221375,2015-10-18,18:06:42.38,INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E67,attempt_<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
2193683,2015-10-18,18:01:50.87,INFO,main,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
733735,2015-10-18,18:03:34.08,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E108,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
7136492,2015-10-18,18:02:18.41,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E92,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server
1938856,2015-10-18,18:04:07.09,INFO,ContainerLauncher #1,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4613,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E5,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:0 ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
4946507,2015-10-18,18:09:07.61,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
16413439,2015-10-18,18:02:27.32,INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E62,blacklistDisablePercent is <*>
6363743,2015-10-18,18:08:11.28,WARN,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E38,ERROR IN CONTACTING RM.
3061248,2015-10-18,18:01:50.79,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E6,Opening proxy : <*>:<*>
15208870,2015-10-18,18:06:31.11,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E1,JVM with ID : jvm_<*> asked for a task
3982165,2015-10-18,18:05:06.46,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
5938510,2015-10-18,18:08:14.30,INFO,main,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E86,Instantiated MRClientService at MININT-<*>/<*>:<*>
1666114,2015-10-18,18:02:37.25,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E105,Opening proxy : <*>:<*>
14486833,2015-10-18,18:05:41.66,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E14,Resolved <*> to /default-rack
1607165,2015-10-18,18:03:49.36,INFO,ContainerLauncher #5,org.apache.hadoop.yarn.event.AsyncDispatcher,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E12,Putting shuffle token in serviceData
981310,2015-10-18,18:04:35.31,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
2329293,2015-10-18,18:02:10.55,INFO,IPC Server handler 22 on 62270,org.apache.hadoop.http.HttpServer2,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Launching attempt_<*>
14515144,2015-10-18,18:07:40.38,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
11144343,2015-10-18,18:05:53.62,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E69,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>
10952965,2015-10-18,18:08:58.34,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
10427393,2015-10-18,18:04:25.33,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E96,task_<*> Task Transitioned from RUNNING to SUCCEEDED
1482085,2015-10-18,18:02:29.79,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
8528963,2015-10-18,18:02:31.76,INFO,ContainerLauncher #5,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E108,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
2553772,2015-10-18,18:02:06.14,INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E63,Progress of TaskAttempt attempt_<*> is : <*>.<*>
6839943,2015-10-18,18:03:36.19,INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E64,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
4587731,2015-10-18,18:02:10.14,INFO,IPC Server handler 17 on 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E63,Connecting to ResourceManager at <*>/<*>:<*>
14214779,2015-10-18,18:07:20.05,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
3623514,2015-10-18,18:04:55.84,INFO,ContainerLauncher #9,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
